city_name,date,temp,rain,wind_direction,wind_power,humidity
丰台,更新于：2018-08-31 12:20发布,30.4℃,0mm,东南风,微风,48%
朝阳,更新于：2018-08-31 12:20发布,29.2℃,0mm,东南风,微风,52%
北京,更新于：2018-08-31 13:20发布,29.7℃,0mm,东北风,微风,46%
延庆,更新于：2018-08-31 13:20发布,26.6℃,0mm,东南风,微风,47%
通州,更新于：2018-08-31 13:20发布,29.3℃,0mm,东北风,微风,51%
顺义,更新于：2018-08-31 13:20发布,30℃,0mm,东南风,微风,44%
平谷,更新于：2018-08-31 13:20发布,30.7℃,0mm,东南风,微风,36%
密云,更新于：2018-08-31 13:20发布,30.1℃,0mm,西南风,微风,49%
门头沟,更新于：2018-08-31 13:20发布,30.4℃,0mm,东南风,微风,41%
怀柔,更新于：2018-08-31 13:20发布,30.2℃,0mm,东北风,微风,48%
房山,更新于：2018-08-31 13:20发布,30℃,0mm,西北风,微风,45%
大兴,更新于：2018-08-31 13:20发布,30.2℃,0mm,东南风,微风,44%
昌平,更新于：2018-08-31 13:20发布,29.9℃,0mm,东南风,微风,46%
石景山,更新于：2018-08-31 13:20发布,30.4℃,0mm,西南风,微风,46%
海淀,更新于：2018-08-31 13:20发布,31.1℃,0mm,东南风,微风,44%
丰台,更新于：2018-08-31 13:20发布,31.5℃,0mm,西南风,微风,43%
朝阳,更新于：2018-08-31 13:20发布,30℃,0mm,西南风,微风,48%
北京,更新于：2018-08-31 14:20发布,30.5℃,0mm,东南风,微风,42%
延庆,更新于：2018-08-31 14:20发布,27.5℃,0mm,西南风,微风,48%
通州,更新于：2018-08-31 14:20发布,29.7℃,0mm,东南风,微风,47%
顺义,更新于：2018-08-31 14:20发布,30.2℃,0mm,东南风,微风,45%
平谷,更新于：2018-08-31 14:20发布,31.3℃,0mm,东南风,微风,33%
密云,更新于：2018-08-31 14:20发布,30.1℃,0mm,西南风,微风,43%
门头沟,更新于：2018-08-31 14:20发布,31.1℃,0mm,东北风,微风,39%
怀柔,更新于：2018-08-31 14:20发布,29.8℃,0mm,西南风,微风,50%
房山,更新于：2018-08-31 14:20发布,30.7℃,0mm,西南风,微风,45%
大兴,更新于：2018-08-31 14:20发布,30.4℃,0mm,东南风,微风,46%
昌平,更新于：2018-08-31 14:20发布,30.2℃,0mm,东南风,微风,43%
石景山,更新于：2018-08-31 14:20发布,30.8℃,0mm,东北风,微风,42%
海淀,更新于：2018-08-31 14:20发布,31.2℃,0mm,西南风,微风,42%
丰台,更新于：2018-08-31 14:20发布,31.8℃,0mm,东北风,微风,36%
朝阳,更新于：2018-08-31 14:20发布,30.2℃,0mm,东北风,微风,47%
